병원명,전화번호,소재지,사업자등록번호,,,,
참좋은 동물병원,552677582,경상남도 창원시 중동,,,,,
참좋은동물병원,317130103,경기도 광주시 오포읍 신현리,,,,,
참좋은동물병원,437331548,충청북도 옥천군 옥천읍 금구리,,,,,
참좋은동물병원,231520075,서울특별시 은평구 응암동,,,,,
참좋은동물병원,,충청남도 천안시 서북구 쌍용동,,,,,
참좋은동물병원,553513581,경상남도 밀양시 내이동,,,,,
창녕동물병원,,경상남도 창녕군 창녕읍 교하리,,,,,
창녕축협동물병원,555338292,경상남도 창녕군 창녕읍 하리,,,,,
창문동물병원,29880251,서울특별시 강북구 미아동,,,,,
창생동물병원,552990075,경상남도 창원시 마산회원구 석전동,,,,,
창생동물병원,552990075,경상남도 창원시 마산회원구 석전동,,,,,
창신동물병원,543725278,경상북도 청도군 매전면 동산리,,,,,
창원동물병원,552385457,경상남도 창원시 의창구 봉곡동,,,,,
창원메디컬동물병원,552820119,경상남도 창원시 성산구 상남동,,,,,
창원시축산농협 동물병원,552533867,경상남도 창원시 의창구 중동,,,,,
창원중앙가축병원,,경상남도 창원시 의창구 서상동,,,,,
창현동물병원,315915991,경기도 남양주시 화도읍 창현리,132-28 29195,,,,
채움동물병원,315482582,경기도 수원시 영통구 망포동,,,,,
채움동물병원,,전라남도 나주시 빛가람동,,,,,
채움동물병원,323227505,경기도 부천시 상동,,,,,
채움동물의료센터,24436933,서울특별시 송파구 오금동,,,,,
채플린동물병원,,경기도 의정부시 민락동,,,,,
척척 동물의료센터,522327575,울산광역시 동구 일산동,,,,,
천관동물병원,,전라남도 장흥군 장흥읍 건산리,,,,,
천동물병원,514147588,부산광역시 영도구 청학동,,,,,
천안24시스카이동물메디컬센터,414150975,충청남도 천안시 서북구 성정동,,,,,
천안공주낙농농협동물병원,,충청남도 공주시 신관동,,,,,
천안공주낙농축산업협동조합부설동물병원,415814414,충청남도 천안시 서북구 성환읍 매주리,,,,,
천안동물의료센터,415755000,충청남도 천안시 서북구 쌍용동,312-31-91387,,,,
천안모아동물병원,415547700,충청남도 천안시 서북구 불당동,,,,,
천안축산업협동조합 부설동물병원,415568207,충청남도 천안시 동남구 청당동,,,,,
천지동물병원,116340890,,,,,,
천풍동물병원,319870411,경기도 김포시 통진읍 마송리,,,,,
천호동물병원,,경상북도 구미시 해평면 월호리,,,,,
천호동물병원,24736900,서울특별시 송파구 풍납동,,,,,
첨단사랑동물병원,629725996,광주광역시 광산구 쌍암동,,,,,
첨단우리동물병원,629726675,광주광역시 광산구 월계동,,,,,
첨성대동물병원,,경상북도 경주시 충효동,,,,,
청계종합동물병원,312613844,경기도 의왕시 청계동,,,,,
청다리동물병원,,전라남도 해남군 문내면 동외리,,,,,
청담눈초롱안과동물병원,25127566,서울특별시 강남구 청담동,170-63-00075,,,,
청담동물병원,,경상남도 밀양시 삼랑진읍 송지리,,,,,
청담동물병원,627101075,광주광역시 남구 봉선동,,,,,
청담동물병원,25434037,서울특별시 강남구 논현동,,,,,
청담동물병원,24730577,서울특별시 송파구 풍납동,,,,,
청담리덴동물치과병원,25442882,서울특별시 강남구 청담동,,,,,
청도축협동물병원,543735205,경상북도 청도군 화양읍 동천리,,,,,
청라 루비 동물병원,325680922,인천광역시 서구 경서동,614-51-00252,,,,
청라공감동물병원,325630094,인천광역시 서구 연희동,413-09-35426,,,,
청라라임동물병원,325631900,인천광역시 서구 연희동,,,,,
청라종합동물병원,325830365,인천광역시 서구 경서동,,,,,
청라호수동물메디컬센터,325680022,인천광역시 서구 청라동,,,,,
청려원동물병원,312422078,경기도 수원시 팔달구 중동,,,,,
청리가축병원,545326117,경상북도 상주시 청리면 원장리,,,,,
청림동물병원,,경상북도 경주시 안강읍 안강리,,,,,
청북 햇살동물병원,316848779,경기도 평택시 청북읍 옥길리,,,,,
청북동물병원,192188557,경기도 평택시 청북면 현곡리,,,,,
청산동물병원,,전라남도 해남군 해남읍 안동리,,,,,
청산동물병원,313512332,경기도 화성시 우정읍 조암리,,,,,
청산동물병원,437328173,충청북도 옥천군 청산면 지전리,,,,,
청솔동물병원,,경상북도 성주군 성주읍 예산리,,,,,
청송동물병원,,경상북도 청송군 진보면 진안리,,,,,
청송영양축협동물병원(영양지점),546821831,경상북도 영양군 영양읍 서부리,,,,,
청수동물병원,635377588,전라북도 정읍시 연지동,,,,,
청수동물병원,,전라남도 영광군 영광읍 신하리,,,,,
청아동물병원,546337583,경상북도 영주시 휴천동,,,,,
청안동물병원,313114148,경기도 시흥시 신천동,,,,,
청운동물병원,425220005,대전광역시 중구 유천동,,,,,
청운동물병원,542427896,경상북도 포항시 북구 용흥동,,,,,
청원동물병원,,전라북도 남원시 동충동,,,,,
청조동물병원,5030688/01065008161,부산광역시 연제구 연산동,,,,,
청주24시 동물병원,,충청북도 청주시 흥덕구 사직동,,,,,
청주24시동물병원,,충청북도 청주시 서원구 사직동,,,,,
청주랜드관리사업소(동물원),,충청북도 청주시 상당구 명암동,,,,,
청주랜드관리사업소(동물원),,충청북도 청주시 상당구 명암동,,,,,
청주시반려동물보호센터,432310047,충청북도 청주시 흥덕구 강내면 태성리,,,,,
청주온누리동물메디컬센터,,충청북도 청주시 청원구 율량동,,,,,
청주종합동물병원,,충청북도 청원군 내수읍 구성리,,,,,
청주지웰동물병원,432397575,충청북도 청주시 흥덕구 복대동,,,,,
청주축협동물병원,432557284,충청북도 청주시상당구 우암동,,,,,
청주축협동물병원,432565569,충청북도 청주시 청원구 우암동,,,,,
청천종합동물병원,325170075,인천광역시 부평구 청천동,,,,,
청평동물병원,315857573,경기도 가평군 청평면 청평리,,,,,
청화종합동물병원,27927602,서울특별시 용산구 이태원동,,,,,
초로동물병원,629617522,광주광역시 광산구 수완동,,,,,
초록동물병원,522626114,울산광역시 울주군 삼남면 교동리,,,,,
초록동물병원,536381558,대구광역시 달서구 진천동,,,,,
초원 동물병원,,전라북도 전주시 완산구 서노송동,,,,,
초원동물병원,557427504,경상남도 진주시 명석면 우수리,,,,,
초원동물병원,,경기도 고양시 일산서구 일산동,,,,,
초원동물병원,515251275,부산광역시 동래구 안락동,,,,,
초원동물병원,,전라남도 영암군 영암읍 역리,,,,,
초원동물병원,,충청남도 부여군 규암면 외리,,,,,
초원동물병원,,경기도 양평군 양평읍 공흥리,,,,,
초원동물병원,,경상북도 경산시 중방동,,,,,
초원동물병원,,전라북도 부안군 부안읍 선은리,,,,,
초원동물병원,542771188,경상북도 포항시 북구 장성동,,,,,
초원동물병원(출장진료전문병원),544741768,경상북도 구미시 해평면 산양리,,,,,
초읍동물병원,518050975,부산광역시 부산진구 초읍동,,,,,
초이스동물병원,312647553,경기도 용인시 수지구 죽전동,,,,,
초이스동물병원,29938266,서울특별시 강북구 수유동,,,,,
초이종합동물병원,317587776,경기도 성남시 수정구 신흥동,,,,,
초콜릿종합동물병원,23073335,서울특별시 서대문구 북가좌동,,,,,
촉석동물병원,,경상남도 사천시 축동면 가산리,,,,,
최가축병원,419511616,충청남도 서천군 한산면 지현리,,,,,
최광호동물병원,626734047,광주광역시 남구 방림동,,,,,
최기섭동물병원,,경상북도 경주시 성건동,,,,,
최기중 동물병원,416720346,충청남도 태안군 태안읍 남문리,,,,,
최동물병원,,전라북도 정읍시 칠보면 시산리,,,,,
최동물병원,632916200,전라북도 완주군 삼례읍 삼례리,,,,,
최동물병원,613379974,전라남도 나주시 왕곡면 양산리,,,,,
최상범동물병원,547420964,경상북도 경주시 서부동,,,,,
최상오동물병원,,충청북도 보은군 보은읍 삼산리,,,,,
최영민 동물의료센터,25469539,서울특별시 강남구 논현동,,,,,
최영준동물병원,542840123,경상북도 포항시 북구 용흥동,,,,,
최우식 동물병원,,경상북도 경산시 하양읍 금락리,,,,,
최재호 한방동물병원,7071392235,경기도 성남시 수정구 복정동,,,,,
최종주동물병원,437444209,충청북도 영동군 영동읍 계산리,,,,,
최지승 동물병원,542442200,경상북도 포항시 남구 이동,,,,,
추동물병원,,충청북도 영동군 영동읍 부용리,,,,,
추영재동물병원,0164256734(6287588,대전광역시 대덕구 오정동,,,,,
축협동물병원,333722260,강원도 영월군 영월읍 영흥리,,,,,
축협동물병원,,전라남도 무안군 무안읍 성내리,,,,,
춘수동물병원,647210095,제주특별자치도 제주시 용담일동,,,,,
춘천시 동물보호센터,332455351,강원도 춘천시 신북읍 용산리,,,,,
춘천철원축협 양구동물병원,334818608,강원도 양구군 양구읍 상리,,,,,
춘천철원축협 화천지점 동물병원,334424181,강원도 화천군 화천읍 하리,,,,,
춘천철원축협동물병원,,강원도 춘천시 후평동,,,,,
춘천철원화천양구축산업협동조합,332523205,강원도 춘천시 후평동,,,,,
춘천철원화천양구축산업협동조합 철원지점 동물병원,334523411,강원도 철원군 갈말읍 군탄리,,,,,
충남,,충청남도 공주시 중학동,,,,,
충남 동물병원,,충청남도 당진시 채운동,,,,,
충남 동물병원,,충청남도 당진군 당진읍 채운리,,,,,
충남대학교 수의과대학 부속동물병원,428216704,대전광역시 유성구 궁동,,,,,
충남동물병원,,충청남도 논산시 부적면 덕평리,,,,,
충남동물병원,416327775,충청남도 홍성군 홍성읍 오관리,,,,,
충남동물병원,,충청남도 계룡시 엄사면 엄사리,,,,,
충남동물병원,419351455,충청남도 보령시 천북면 하만리,,,,,
충남야생동물구조센터,413341666,충청남도 예산군 예산읍 대회리,,,,,
충무가축병원,415453334,충청남도 아산시 온천동,,,,,
충무수산동물병원,556444901,경상남도 통영시 정량동,,,,,
충북낙농업협동조합,432159336,충청북도 청주시 청원구 북이면 금암리,,,,,
충북낙농업협동조합,432159336,충청북도 청원군 북이면 금암리,,,,,
충북대학교 동물병원,(0432613220,충청북도 청주시 서원구 개신동,,,,,
충북대학교 동물의료센터,(0432613220,충청북도 청주시 흥덕구 개신동,,,,,
충북동물병원,432717348,충청북도 청주시 흥덕구 복대동,,,,,
충북동물병원,,충청북도 청주시흥덕구 복대동,,,,,
충북야생동물센터,432163328,충청북도 청주시 청원구 오창읍 주성리,,,,,
충일,415812301,충청남도 천안시 서북구 성환읍 성환리,,,,,
충주동물병원,"0438446766, 0114816766",충청북도 충주시 문화동,,,,,
충주축협동물병원,"0438507576, 0114817107",충청북도 충주시 교현동,,,,,
충청동물병원,,충청남도 당진시 합덕읍 운산리,,,,,
충청동물병원,,충청남도 당진군 우강면 송산리,,,,,
충현동물병원,25497582,서울특별시 강남구 논현동,,,,,
츄츄 동물병원,25120075,서울특별시 강남구 역삼동,,,,,
치료멍멍동물병원,25450075,서울특별시 강남구 신사동,,,,,
치료해 주오,29497577,서울특별시 중랑구 묵동,,,,,
치료해주오,220887522,경기도 광명시 소하동,,,,,
치산동물병원,,전라북도 고창군 고창읍 읍내리,,,,,
치유동물병원,629451275,광주광역시 광산구 장덕동,,,,,
치유동물병원,419007582,충청남도 천안시 동남구 봉명동,427-08-00521,,,,
친구가 될 동물병원,315550421,경기도 남양주시 다산동,,,,,
친절한 동물병원,,전라남도 함평군 함평읍 내교리,,,,,
친친 동물병원,553669777,경상남도 양산시 중부동,,,,,
칠곡종합동물병원,533118275,대구광역시 북구 태전동,,,,,
칠보동물병원,,전라북도 정읍시 칠보면 시산리,,,,,
침산동물병원,533511004,대구광역시 북구 칠성동2가,,,,,
카디오 동물의료병원,,강원도 춘천시 효자동,,,,,
카라동물병원,319598600,경기도 파주시 법원읍 금곡리,,,,,
카우만 동물병원,,경기도 포천시 신읍동,,,,,
카이저 동물병원,513617582,부산광역시 북구 화명동,,,,,
카카오 N 동물병원,29424883,서울특별시 성북구 길음동,,,,,
캐비어동물병원,417348276,충청남도 논산시 취암동,,,,,
캐슬동물종합병원,220600999,서울특별시 양천구 신정동,,,,,
캣&덴탈 하이디 동물병원,23380275,서울특별시 마포구 합정동,,,,,
캣앤독동물병원,432377852,충청북도 청주시 흥덕구 가경동,,,,,
캣앤독동물병원,432377852,충청북도 청주시흥덕구 가경동,,,,,
캣앤캣 고양이 병원,226772720,서울특별시 영등포구 문래동3가,,,,,
캣츠&독스동물병원,537598575,대구광역시 수성구 수성동4가,,,,,
캣츠앤독스 동물병원,647330079,제주특별자치도 서귀포시 동홍동,,,,,
캥거루 동물병원,220662579,서울특별시 구로구 오류동,,,,,
커비동물병원,25458952,서울특별시 강남구 논현동,697-06-01431,,,,
케나인동물병원,424877554,대전광역시 서구 탄방동,,,,,
케어팜동물병원,647122215,제주특별자치도 서귀포시 안덕면 사계리,,,,,
케이나인종합동물병원,226863939,서울특별시 구로구 개봉동,,,,,
코끼리 동물병원,639027975,전라북도 전주시 완산구 평화동1가,,,,,
코끼리 동물병원,632457975,전라북도 전주시 완산구 중화산동2가,,,,,
코끼리 동물의료센터,,전라북도 전주시 완산구 평화동1가,,,,,
코끼리동물병원,512047576,부산광역시 사하구 신평동,,,,,
코리아동물병원,613349595,전라남도 나주시 이창동,,,,,
코리아동물병원,316560524,경기도 평택시 비전동,125-23-25653,,,,
코아동물병원,624015323,광주광역시 북구 문흥동,,,,,
코아동물병원,555419002,경상남도 김해시 부곡동,,,,,
코알라동물병원,552232475,경상남도 창원시 마산회원구 회원동,,,,,
콩닥 동물병원,263830303,서울특별시 마포구 공덕동,,,,,
쿠쿠펫길동물병원,428257587,대전광역시 유성구 원신흥동,,,,,
쿠키동물병원,29869875,서울특별시 강북구 미아동,,,,,
쿨독동물병원,24085400,서울특별시 송파구 가락동,,,,,
쿨펫 동물병원,616417975,전라남도 여수시 국동,,,,,
쿨펫 동물병원,312067503,경기도 수원시 영통구 망포동,,,,,
쿨펫 동물병원,316790551,경기도 용인시 기흥구 중동,142-03-19478,,,,
쿨펫 양한방 동물병원,428237583,대전광역시 유성구 봉명동,314-15-93149,,,,
쿨펫동물병원,518530041,부산광역시 연제구 연산동,,,,,
쿨펫동물병원,522813567,울산광역시 중구 학산동,620-13-95714,,,,
쿨펫동물병원,325547579,인천광역시 계양구 계산동,,,,,
쿨펫동물병원,,광주광역시 서구 치평동,,,,,
쿨펫동물병원,316515975,경기도 평택시 합정동,,,,,
쿨펫동물병원,319717585,경기도 고양시 덕양구 화정동,128-33-38326,,,,
쿨펫동물병원,556461318,경상남도 통영시 광도면 죽림리,,,,,
쿨펫동물병원,316777975,경기도 안성시 석정동,,,,,
쿨펫동물병원,312371175,경기도 수원시 권선구 권선동,,,,,
쿨펫동물병원,555448400,경상남도 창원시 진해구 석동,,,,,
쿨펫동물병원,539657975,대구광역시 동구 신서동,,,,,
쿨펫동물병원,555448400,경상남도 창원시 진해구 석동,,,,,
쿨펫동물병원,315417595,경기도 포천시 설운동,,,,,
쿨펫동물병원,318857588,경기도 여주시 홍문동,,,,,
쿨펫동물병원,313820011,경기도 안양시 동안구 관양동,132-16-84536,,,,
쿨펫동물병원,536072754,대구광역시 동구 율하동,,,,,
쿨펫동물병원,3.19978E+19,경기도 김포시 구래동,,,,,
쿨펫동물병원,,,,,,,
쿨펫동물병원,522278275,울산광역시 남구 야음동,,,,,
쿨펫동물병원,28612000,서울특별시 금천구 독산동,119-20-79323,,,,
쿨펫동물병원,312135075,경기도 수원시 영통구 원천동,,,,,
쿨펫동물병원,313980075,경기도 군포시 산본동,,,,,
쿨펫동물병원,220241253,,,,,,
쿨펫동물병원,,전라북도 정읍시 농소동,,,,,
쿨펫동물병원,432597542,충청북도 청주시 상당구 서문동,,,,,
쿨펫동물병원,,인천광역시 서구 마전동,,,,,
쿨펫동물병원,,인천광역시 서구 당하동,,,,,
쿨펫동물병원,522887572,울산광역시 북구 진장동,,,,,
쿨펫동물병원,,대전광역시 중구 대흥동,,,,,
쿨펫동물병원,513147582,부산광역시 사상구 엄궁동,,,,,
쿨펫동물병원,317117509,경기도 성남시 분당구 구미동,129-31-93764,,,,
쿨펫동물병원,325557582,인천광역시 계양구 작전동,122-11-19668,,,,
쿨펫동물병원,638337570,전라북도 익산시 영등동,403-10-32199,,,,
쿨펫동물병원 광교이마트점,312117782,경기도 수원시 영통구 이의동,,,,,
쿨펫동물병원 구미점,544617582,경상북도 구미시 신평동,,,,,
쿨펫동물병원 동구점,522323567,울산광역시 동구 일산동,289-34-00215,,,,
쿨펫동물병원 이마트금정점,515181360,부산광역시 금정구 구서동,,,,,
쿨펫동물병원 킨텍스점,319119975,경기도 고양시 일산서구 대화동,,,,,
쿨펫동물병원 홈플러스 북구점,522863567,울산광역시 북구 상안동,755-22-00780,,,,
쿨펫동물병원(가좌점),325760045,인천광역시 서구 가좌동,,,,,
쿨펫동물병원(이마트 중동점),323259617,경기도 부천시 중동,,,,,
쿨펫동물병원(이마트군산점),634427531,전라북도 군산시 경암동,,,,,
쿨펫동물병원탄방점,422232233,대전광역시 서구 탄방동,314-18-87013,,,,
쿨펫이마트 목동점 동물병원,226452727,서울특별시 양천구 목동,,,,,
퀸즈동물병원,312921682,경기도 수원시 권선구 금곡동,,,,,
큐동물병원,,서울특별시 성북구 장위동,,,,,
큐피트동물병원,326667975,경기도 부천시 심곡동,,,,,
크라운 동물병원,,제주특별자치도 제주시 조천읍 교래리,,,,,
큰동물병원,,경기도 포천시 영중면 양문리,,,,,
큰동물병원(출장진료전문병원),,충청북도 충주시 주덕읍 신양리,,,,,
큰마음동물메디컬센터,517102004,부산광역시 해운대구 중동,542-15-00755,,,,
큰사랑동물병원,,경상북도 경산시 사동,,,,,
클럽펫월드 하루동물병원,533820090,대구광역시 북구 검단동,,,,,
클릭퍼피 동물병원,,,,,,,
키다리동물병원,264011512,서울특별시 송파구 문정동,,,,,
키다리동물병원,"0533127553, 01040559574",대구광역시 북구 구암동,,,,,
키움 동물병원,29497582,서울특별시 노원구 공릉동,,,,,
킴리동물병원,269255475,서울특별시 송파구 신천동,230-01-06937,,,,
킴스동물병원,547817782,경상북도 울진군 울진읍 읍내리,,,,,
킴스동물병원,517282236,부산광역시 기장군 정관읍 매학리,,,,,
킴스동물병원,537445757,대구광역시 동구 방촌동,,,,,
킴스동물의료센터,413562821,충청남도 당진시 읍내동,,,,,
타임동물메디컬센터,424882777,대전광역시 서구 둔산동,,,,,
타임즈 동물의료센터,312323500,경기도 수원시 팔달구 인계동,,,,,
타잔동물병원,316518879,경기도 평택시 비전동,,,,,
탄현 동물병원,,경기도 고양시 일산서구 탄현동,,,,,
탑 동물병원,315537585,경기도 남양주시 도농동,,,,,
탑 동물병원,312857504,경기도 용인시 기흥구 언남동,,,,,
탑동물병원,556497275,경상남도 통영시 봉평동,,,,,
탑동물병원,,경기도 고양시 덕양구 토당동,,,,,
탑동물병원,,경기도 고양시 덕양구 토당동,,,,,
탑스동물메디컬센터,536377501,대구광역시 달서구 상인동,,,,,
탑스동물병원,553360075,경상남도 김해시 구산동,,,,,
탑케어동물의료원,16667501,경기도 고양시 덕양구 화정동,128-21-59895,,,,
태능동물병원,29731953,서울특별시 중랑구 묵동,,,,,
태민동물병원,,,,,,,
태백동물병원,335533622,강원도 태백시 황지동,,,,,
태산동물병원,,전라북도 완주군 상관면 신리,,,,,
태산동물병원,,경상북도 문경시 영신동,,,,,
태성,113147876,경기도 이천시 갈산동,,,,,
태성동물병원,,충청남도 천안시 서북구 성환읍 성환리,,,,,
태성동물병원,,충청남도 공주시 정안면 내촌리,,,,,
태성진동물병원,318836615,경기도 여주시 하동,,,,,
태안 동물병원,,충청남도 태안군 태안읍 남문리,,,,,
태양 동물병원,29690075,서울특별시 성북구 석관동,,,,,
태원동물병원,,경상북도 구미시 선산읍 노상리,,,,,
태인동물병원(출장진료전문병원),,경상북도 안동시 서후면 명리,,,,,
태일동물종합병원,29970075,서울특별시 도봉구 쌍문동,,,,,
태전동물병원,533577588,대구광역시 북구 태전동,,,,,
태종동물병원,514059493,부산광역시 영도구 동삼동,,,,,
태화동물병원,522112399,울산광역시 중구 태화동,,,,,
태흥동물병원,647223440,제주특별자치도 제주시 이도이동,,,,,
테라리움동물병원,313887588,경기도 안양시 동안구 관양동,,,,,
테오종합동물병원,438828975,충청북도 음성군 금왕읍 무극리,,,,,
테크노 웰 동물병원,429310963,대전광역시 유성구 관평동,,,,,
테크노연합 동물병원,536178875,대구광역시 달성군 유가읍 봉리,,,,,
텐즈힐링동물병원,222950975,서울특별시 성동구 상왕십리동,,,,,
토곡동물병원,517598669,부산광역시 연제구 연산동,,,,,
토닥토닥동물병원,325745757,인천광역시 서구 가좌동,,,,,
토론토 동물병원,319237533,경기도 고양시 일산서구 대화동,,,,,
토론토 동물병원,226428653,서울특별시 양천구 목동,,,,,
토마스동물병원,317717599,경기도 양평군 양평읍 공흥리,101-32-09794,,,,
토마스동물병원,515440775,부산광역시 해운대구 반송동,,,,,
토베스트 동물병원,,경기도 고양시 일산동구 정발산동,,,,,
토브동물병원,513619975,부산광역시 북구 화명동,,,,,
토비동물병원,313991175,경기도 군포시 산본동,,,,,
토평,315665800,경기도 구리시 수택동,,,,,
톰과 제니 동물메디컬센터,313654542,경기도 안산시 상록구 사동,,,,,
통도동물병원,553827871,경상남도 양산시 하북면 순지리,,,,,
통영TSC동물병원,556450045,경상남도 통영시 산양읍 삼덕리,,,,,
통영동물병원,556453637,경상남도 통영시 서호동,,,,,
통일동물병원,318625151,경기도 동두천시 생연동,,,,,
통일동물병원,522689074,울산광역시 울주군 청량읍 상남리,,,,,
통일로 동물병원,7077204934,경기도 고양시 덕양구 관산동,,,,,
퇴촌동물병원,317687585,경기도 광주시 퇴촌면 도수리,,,,,
투투 동물병원,422527522,대전광역시 중구 대흥동,,,,,
트레벨동물병원,317957175,경기도 하남시 신장동,,,,,
트윈스동물병원,29067575,서울특별시 도봉구 창동,,,,,
튼튼 동물병원,557595413,경상남도 진주시 초전동,,,,,
튼튼 동물병원,432417582,충청북도 청원군 오창읍 각리,,,,,
튼튼 동물병원,432417582,충청북도 청주시 청원구 오창읍 각리,,,,,
튼튼동물병원,552870279,경상남도 창원시 성산구 중앙동,,,,,
튼튼동물병원,318119975,경기도 고양시 일산동구 백석동,,,,,
튼튼동물병원,6.21756E+16,부산광역시 남구 대연동,,,,,
튼튼동물병원,322702727,인천광역시 부평구 청천동,,,,,
튼튼동물병원,647577582,제주특별자치도 제주시 이도이동,,,,,
튼튼동물병원,312657505,경기도 용인시 기흥구 보정동,,,,,
튼튼동물병원,,강원도 철원군 갈말읍 내대리,,,,,
튼튼동물병원,312678100,경기도 수원시 권선구 곡반정동,,,,,
튼튼동물병원,316518272,경기도 평택시 비전동,,,,,
튼튼동물병원,313728333,경기도 오산시 궐동,,,,,
튼튼동물병원,25499773,서울특별시 강남구 압구정동,,,,,
튼튼동물병원,625117582,광주광역시 동구 계림동,,,,,
튼튼동물의료센터,317925277,경기도 하남시 망월동,,,,,
티어하임 동물병원,448680264,세종특별자치시 새롬동,,,,,
티움동물병원,312927504,경기도 수원시 권선구 금곡동,,,,,
파라곤동물병원,24987588,,,,,,
파란종합 동물병원,226928255,서울특별시 양천구 신월동,,,,,
파랑새동물병원,28052825,서울특별시 금천구 독산동,,,,,
파랑새동물병원,,경상북도 구미시 고아읍 문성리,,,,,
파리스동물병원,226448878,서울특별시 양천구 목동,,,,,
파스텔LC동물병원,324317975,인천광역시 남동구 간석동,,,,,
파스텔동물병원,226930075,서울특별시 강서구 화곡동,,,,,
파우동물병원,318980330,경기도 용인시 수지구 죽전동,,,,,
파주24시동물병원,319445575,경기도 파주시 목동동,,,,,
파주365동물의료센터,319455365,경기도 파주시 목동동,620-51-00183,,,,
파주연천축협동물병원,319582343,경기도 파주시 적성면 어유지리,,,,,
파주유우진료소(산업동물에 대한 출장진료를 전문으로 함),319413030,경기도 파주시 조리읍 봉일천리,,,,,
파크동물병원,317968820,경기도 하남시 신장동,,,,,
파트너 동물의료센터,3180558440,경기도 화성시 영천동,795-22-00416,,,,
판교 P&P 동물병원,3180175558,경기도 성남시 분당구 판교동,,,,,
판교 행복한 동물병원,3180175575,경기도 성남시 분당구 삼평동,,,,,
판교종합 동물병원,3180167507,경기도 성남시 분당구 백현동,,,,,
팔공동물병원(출장진료전문),,경상북도 영천시 금호읍 교대리,,,,,
팔용 feel동물병원,552551275,경상남도 창원시 팔용동,,,,,
팜그린동물약품병원,,전라북도 진안군 진안읍 단양리,,,,,
팜랜드동물병원,263481982,서울특별시 양천구 목동,,,,,
팜쉴드 동물병원,,경기도 화성시 양감면 요당리,,,,,
팜스플랜동물병원,317719533,경기도 양평군 양평읍 공흥리,,,,,
팜스플랜동물병원,315328158,경기도 포천시 영중면 성동리,,,,,
팜앤팜동물병원,647963610,제주특별자치도 제주시 한림읍 동명리,,,,,
팜펫동물병원,323217584,경기도 부천시 중동,,,,,
패밀리동물병원,337438119,강원도 원주시 반곡동,,,,,
퍼니펫 동물병원,428627588,대전광역시 유성구 어은동,318-01-33165,,,,
퍼스동물병원,27907508,서울특별시 용산구 용산동2가,,,,,
퍼스트 동물병원,5590224515,경상남도 김해시 서상동,,,,,
퍼스트동물병원,313600818,경기도 안양시 동안구 호계동,,,,,
퍼스트동물병원,3180037596,경기도 화성시 반송동,,,,,
퍼스트동물병원,229117582,서울특별시 성북구 장위동,,,,,
퍼스트동물병원,537827580,대구광역시 수성구 지산동,,,,,
퍼피동물병원,425337533,대전광역시 서구 가장동,,,,,
퍼피존동물병원,638410010,전라북도 익산시 창인동1가,,,,,
퍼피즌동물병원,25412651,서울특별시 강남구 삼성동,,,,,
퍼피캣 동물병원,314187582,경기도 안산시 단원구 와동,,,,,
페로페라동물병원,319698586,경기도 고양시 일산동구 식사동,,,,,
페츠비동물병원,553117595,경상남도 김해시 부곡동,,,,,
페츠업 동물병원,535550051,대구광역시 서구 평리동,,,,,
페츠온 동물병원,623818270,광주광역시 서구 치평동,,,,,
페테리안동물병원,317910306,경기도 하남시 망월동,,,,,
페토브 동물병원,226421239,서울특별시 양천구 신정동,,,,,
페트로 동물병원,415551075,충청남도 천안시 서북구 성정동,,,,,
페트로 동물병원,322030072,인천광역시 미추홀구 용현동,,,,,
페트로동물의료원,222497600,서울특별시 동대문구 장안동,,,,,
펫 동물병원,,대구광역시 수성구 노변동,,,,,
펫 파라다이스 동물병원,319485806,경기도 파주시 목동동,508-25-22229,,,,
펫365동물병원,222823653,서울특별시 성동구 금호동4가,206-30-77410,,,,
펫가든,29517707,서울특별시 노원구 중계동,,,,,
펫가든 의왕점동물병원,314224475,경기도 의왕시 내손동,138-11-87915,,,,
펫가든동물병원,432377505,충청북도 청주시 흥덕구 비하동,,,,,
펫가든동물병원,24000075,서울특별시 송파구 문정동,,,,,
펫가든동물병원,415630075,충청남도 천안시 서북구 성정동,,,,,
펫가든동물병원계양점,325482169,인천광역시 계양구 계산동,332-28-00686,,,,
펫가든동물병원구리점,315655275,"경기도 구리시 동구릉로136번길 57 (인창동, 구리유통종합시장)",132-19-59829,,,,
펫동물병원,557480075,경상남도 진주시 인사동,,,,,
펫동물병원,,전라북도 전주시 완산구 효자동1가,,,,,
펫동물병원,232750079,서울특별시 용산구 효창동,,,,,
펫밀리 동물병원,647927580,제주특별자치도 서귀포시 대정읍 상모리,,,,,
펫사랑동물병원,325210003,인천광역시 부평구 산곡동,,,,,
펫스마일동물병원,319197582,경기도 고양시 일산서구 대화동,,,,,
펫스토리 동물병원,312760282,경기도 용인시 수지구 신봉동,,,,,
펫스티벌 동물병원,7043375967,경기도 고양시 일산동구 풍동,,,,,
펫앤유 24시 동물병원,319628274,경기도 고양시 덕양구 내유동,,,,,
펫유동물병원,552955014,경상남도 창원시 마산회원구 양덕동,,,,,
펫유동물병원,552955014,경상남도 창원시 마산회원구 양덕동,,,,,
펫인쥬동물메디컬센터,318510901,경기도 의정부시 의정부동,,,,,
펫인쥬동물병원,318605271,경기도 의정부시 의정부동,,,,,
펫츠나라 동물병원,313140706,경기도 시흥시 신천동,161-12-00026,,,,
펫츠올 동물의료원,552405800,경상남도 창원시 마산합포구 신포동2가,,,,,
